"","ProbabilityThreshold","Species","Life_Stage","Hydraulic","Node","Scenario","Position","QTarget","HTarget","Calculation"
"1053","High","Chub","Adult","Depth","L05-020","210422_San_Juan_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1054","High","Chub","Adult","Depth","L05-020","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"1055","High","Chub","Adult","Depth","L05-020","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"1056","High","Chub","Adult","Depth","L05-020","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= newx1High"
"1057","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",8.04,0.00482828791621458,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1058","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",3.53,1.02597173058544,"Q >= min_limit & Q <= newx1Low"
"1059","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",0.67,1.02597129488616,"Q >= min_limit & Q <= newx1Low"
"1060","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",1.85,1.02597167899087,"Q >= min_limit & Q <= newx1Low"
"1061","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",21.79,1.04332801756942,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1062","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1063","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1064","Low","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1065","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",8.43,0.142964320849647,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1066","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",0.37,0.129693939680845,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1067","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",0.41,0.87219443422045,"Q >= min_limit & Q <= newx1Med"
"1068","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",0.12,0.129694098698403,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1069","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",17.77,0.858984453349898,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1070","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",2.78,0.872194458378082,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1071","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1072","Med","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",1.14,0.872194523509494,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1073","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",8.93,0.267236376305142,"Q >= newx1High[1] & Q <= newx1High[2]"
"1074","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",0.98,0.261776756736197,"Q >= newx1High[1] & Q <= newx1High[2]"
"1075","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",0.16,0.740116264022261,"Q >= min_limit & Q <= newx1High"
"1076","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",0.24,0.261772323530922,"Q >= newx1High[1] & Q <= newx1High[2]"
"1077","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice1",16.1,0.734243980539981,"Q >= newx1High[1] & Q <= newx1High[2]"
"1078","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice2",2.25,0.740115766028508,"Q >= newx1High[1] & Q <= newx1High[2]"
"1079","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1High"
"1080","High","Chub","Adult","Velocity","L05-020","210422_San_Juan_Existing_Conditions","slice4",0.84,0.740115248216843,"Q >= newx1High[1] & Q <= newx1High[2]"
"1081","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",4.79,37.6583551958409,"Q >= newx1Low"
"1082","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",2.25,37.6583823170584,"Q >= newx1Low"
"1083","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",5.43,37.6583781102496,"Q >= newx1Low"
"1084","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"1085","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"1086","Low","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"1087","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",8.47,53.1892758330577,"Q >= newx1Med"
"1088","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",4.91,53.1892758329575,"Q >= newx1Med"
"1089","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",9.31,53.1892758327545,"Q >= newx1Med"
"1090","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"1091","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"1092","Med","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"1093","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",13.17,68.7201862684673,"Q >= newx1High"
"1094","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",8.63,68.7201718364592,"Q >= newx1High"
"1095","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",14.21,68.7201693021689,"Q >= newx1High"
"1096","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1High"
"1097","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"1098","High","Chub","Adult","Depth","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"1099","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",3.91,1.02597129228624,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1100","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",1.26,1.02597129575277,"Q >= min_limit & Q <= newx1Low"
"1101","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",5.58,1.02597167012093,"Q >= min_limit & Q <= newx1Low"
"1102","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",6.01,1.02597129228624,"Q <= newx1Low[1] & Q >= newx1Low[2]"
"1103","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1104","Low","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1105","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.34,0.129694098378966,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1106","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.79,0.872194436522737,"Q >= min_limit & Q <= newx1Med"
"1107","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.43,0.129694075669565,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1108","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",4.93,0.872194447756391,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1109","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1110","Med","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",3.74,0.872194710855418,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1111","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.46,0.261772279796217,"Q >= newx1High[1] & Q <= newx1High[2]"
"1112","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.04,0.261772275798024,"Q >= newx1High[1] & Q <= newx1High[2]"
"1113","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.7,0.261772270961211,"Q >= newx1High[1] & Q <= newx1High[2]"
"1114","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",2.26,0.740116261966173,"Q >= newx1High[1] & Q <= newx1High[2]"
"1115","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.51,0.740116263569386,"Q >= newx1High[1] & Q <= newx1High[2]"
"1116","High","Chub","Adult","Velocity","M01-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",2.57,0.740116108986341,"Q >= newx1High[1] & Q <= newx1High[2]"
"1117","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1118","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",1.63,37.6583819589019,"Q >= newx1Low"
"1119","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1120","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1121","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"1122","Low","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1123","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1124","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"1125","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1126","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1127","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"1128","Med","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1129","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1130","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"1131","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1132","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1133","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q < 0"
"1134","High","Chub","Adult","Depth","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q < 0"
"1135","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.24,0.0451486766068946,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1136","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.36,1.02597130987706,"Q >= min_limit & Q <= newx1Low"
"1137","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.81,1.02140381520763,"Q >= min_limit & Q <= newx1Low"
"1138","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",2.08,0.956739780927352,"Q >= newx1Low[1] & Q <= newx1Low[2]"
"1139","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1140","Low","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1141","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.28,0.165493780307946,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1142","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.19,0.872194433939893,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"1143","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.08,0.131861404072788,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1144","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",1.82,0.836394765271778,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1145","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.24,0.872194433939893,"Q <= newx1Med[1] & Q >= newx1Med[2]"
"1146","Med","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.6,0.870027136121284,"Q >= newx1Med[1] & Q <= newx1Med[2]"
"1147","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.33,0.280927309517296,"Q >= newx1High[1] & Q <= newx1High[2]"
"1148","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",0.12,0.740116263139523,"Q >= min_limit & Q <= newx1High"
"1149","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.11,0.262896031681522,"Q >= newx1High[1] & Q <= newx1High[2]"
"1150","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",1.63,0.720961241945583,"Q >= newx1High[1] & Q <= newx1High[2]"
"1151","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1High"
"1152","High","Chub","Adult","Velocity","M01-020","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",0.46,0.738992468297416,"Q >= newx1High[1] & Q <= newx1High[2]"
"1153","Low","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",8.99,37.6526582989075,"Q >= newx1Low"
"1154","Low","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"1155","Med","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",16.89,53.2155981198034,"Q >= newx1Med"
"1156","Med","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Med"
"1157","High","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1158","High","Chub","Adult","Depth","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1159","Low","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.16,1.03471514771997,"Q >= min_limit & Q <= newx1Low"
"1160","Low","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= min_limit & Q <= newx1Low"
"1161","Med","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.12,0.884460459618969,"Q >= min_limit & Q <= newx1Med"
"1162","Med","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= min_limit & Q <= newx1Med"
"1163","High","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",0.08,0.758745015050513,"Q >= min_limit & Q <= newx1High"
"1164","High","Chub","Adult","Velocity","M02-010","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= min_limit & Q <= newx1High"
"1165","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1166","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",10.64,37.6583068979029,"Q >= newx1Low"
"1167","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",2.69,37.6583387043623,"Q >= newx1Low"
"1168","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1169","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Low"
"1170","Low","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Low"
"1171","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1172","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",16.18,53.1892684518325,"Q >= newx1Med"
"1173","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",5.55,53.1892758261751,"Q >= newx1Med"
"1174","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1175","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1Med"
"1176","Med","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1Med"
"1177","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1178","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",23.01,68.7226450771108,"Q >= newx1High"
"1179","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",9.59,68.7206208916795,"Q >= newx1High"
"1180","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q < 0"
"1181","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= newx1High"
"1182","High","Chub","Adult","Depth","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",NA,NA,"Q >= newx1High"
"1183","Low","Chub","Adult","Velocity","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",52.11,0.0610616664591835,"Q >= newx1Low"
"1184","Low","Chub","Adult","Velocity","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",11.29,1.02597522866033,"Q >= min_limit & Q <= newx1Low"
"1185","Low","Chub","Adult","Velocity","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice3",1.73,1.02597132119725,"Q >= min_limit & Q <= newx1Low"
"1186","Low","Chub","Adult","Velocity","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice1",NA,NA,"Q >= newx1Low"
"1187","Low","Chub","Adult","Velocity","M02-011","201118_Oso,_Small_Creeks_Existing_Conditions","slice2",NA,NA,"Q >= min_limit & Q <= newx1Low"
